num_item_id,definition,type,category,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
411,nounou,word,people,0.07,0.15,0,0.18,0.22,0.21,0.2,0.15,0.3,0.24,0.25,0.19,0.35,0.4,0.38
412,oncle,word,people,0.03,0.12,0,0.27,0.15,0.12,0.17,0.17,0.18,0.17,0.22,0.04,0.21,0.17,0.21
413,papa,word,people,0.79,0.88,0,1,0.95,0.95,0.95,0.96,0.95,0.98,0.97,0.96,1,1,1
414,personne,word,people,0.01,0,0,0.09,0,0.05,0.12,0.07,0.17,0.19,0.16,0.19,0.26,0.37,0.34
415,police,word,people,0.01,0,0,0,0,0.04,0.1,0.1,0.1,0.19,0.19,0.15,0.35,0.26,0.48
416,pompier,word,people,0.03,0,0,0.27,0.05,0.12,0.24,0.3,0.25,0.33,0.28,0.35,0.53,0.6,0.66
417,sœur,word,people,0.03,0,0,0,0.05,0.11,0.15,0.17,0.18,0.17,0.28,0.15,0.44,0.57,0.52
418,tante,word,people,0.04,0.15,0,0.27,0.25,0.14,0.32,0.15,0.19,0.26,0.22,0.04,0.21,0.14,0.34
419,attention,word,descriptive_words,0.04,0.08,0,0.36,0.2,0.25,0.46,0.39,0.53,0.5,0.53,0.5,0.71,0.86,0.69
420,avoir faim,word,descriptive_words,0.04,0.04,0,0.18,0.12,0.11,0.24,0.31,0.32,0.52,0.41,0.42,0.65,0.77,0.69
421,avoir peur,word,descriptive_words,0.03,0.08,0,0.18,0.18,0.39,0.34,0.38,0.52,0.67,0.59,0.62,0.74,0.89,0.79
422,avoir soif,word,descriptive_words,0.03,0.08,0,0.27,0.2,0.21,0.32,0.37,0.45,0.6,0.75,0.58,0.68,0.89,0.72
423,avoir sommeil,word,descriptive_words,0.03,0.04,0,0.18,0.05,0,0.17,0.14,0.13,0.26,0.25,0.42,0.35,0.66,0.45
424,beau,word,descriptive_words,0.03,0.04,0,0.09,0.42,0.34,0.37,0.45,0.52,0.67,0.59,0.65,0.74,0.74,0.79
425,bien,word,descriptive_words,0.01,0,0,0.27,0.08,0.11,0.22,0.18,0.31,0.38,0.34,0.46,0.62,0.77,0.59
426,blanc,word,descriptive_words,0.01,0,0,0,0.05,0.02,0.07,0.15,0.14,0.24,0.31,0.35,0.5,0.49,0.69
427,blessé,word,descriptive_words,0,0,0,0.18,0.02,0.04,0.02,0.03,0.05,0.05,0,0.04,0,0.03,0.1
428,bleu,word,descriptive_words,0.03,0,0,0,0.1,0.12,0.32,0.28,0.36,0.5,0.5,0.54,0.76,0.63,0.83
429,bon,word,descriptive_words,0.06,0.12,0,0.27,0.32,0.32,0.49,0.45,0.48,0.6,0.62,0.73,0.71,0.86,0.9
430,bruyant,word,descriptive_words,0,0,0,0.09,0,0,0.05,0.06,0.03,0.05,0.03,0.04,0.03,0.09,0.07
431,cassé,word,descriptive_words,0.07,0.15,0,0.73,0.42,0.54,0.54,0.69,0.71,0.86,0.78,0.85,0.76,0.94,0.97
432,chaud,word,descriptive_words,0.12,0.23,0,0.64,0.57,0.68,0.68,0.73,0.77,0.95,0.84,0.81,0.91,0.94,1
433,coincé,word,descriptive_words,0,0,0,0.09,0.08,0.07,0.1,0.18,0.15,0.26,0.16,0.23,0.35,0.54,0.38
434,collant,word,descriptive_words,0.01,0,0,0.09,0.02,0.04,0.07,0.1,0.13,0.21,0.16,0.27,0.26,0.31,0.38
435,content,word,descriptive_words,0.01,0,0,0.18,0.02,0.09,0.17,0.18,0.24,0.31,0.34,0.38,0.41,0.71,0.66
436,coquin,word,descriptive_words,0,0.04,0,0.18,0.3,0.23,0.29,0.31,0.35,0.5,0.38,0.54,0.71,0.77,0.72
437,dégoutant,word,descriptive_words,0,0,0,0.09,0,0.05,0.05,0.1,0.09,0.02,0.06,0.19,0.18,0.23,0.28
438,dernier,word,descriptive_words,0,0,0,0,0.05,0,0.02,0.04,0.09,0.05,0.16,0.23,0.21,0.23,0.31
439,doux,word,descriptive_words,0.04,0,0,0.27,0.12,0.23,0.37,0.39,0.4,0.4,0.34,0.46,0.59,0.77,0.79
440,dur,word,descriptive_words,0.03,0,0,0.27,0.18,0.18,0.2,0.28,0.42,0.55,0.47,0.5,0.65,0.83,0.69
441,endormi,word,descriptive_words,0.01,0,0,0,0.02,0,0,0.07,0.08,0.14,0.16,0.15,0.15,0.26,0.31
442,être réveillé,word,descriptive_words,0.01,0,0,0,0,0.02,0.07,0.14,0.15,0.14,0.19,0.31,0.41,0.57,0.48
443,fatigué,word,descriptive_words,0.01,0.04,0,0.18,0.08,0.12,0.17,0.2,0.26,0.38,0.25,0.46,0.65,0.86,0.76
444,fort,word,descriptive_words,0.01,0,0,0,0,0.04,0,0.1,0.12,0.24,0.31,0.31,0.26,0.46,0.48
445,fou,word,descriptive_words,0.01,0,0,0,0.02,0.05,0.07,0.08,0.11,0.1,0.19,0.31,0.32,0.2,0.28
446,froid,word,descriptive_words,0.03,0.15,0,0.36,0.42,0.36,0.49,0.54,0.7,0.81,0.78,0.88,0.85,0.91,0.86
447,gentil,word,descriptive_words,0.01,0,0,0.09,0.08,0.12,0.34,0.21,0.34,0.6,0.47,0.54,0.65,0.71,0.76
448,grand,word,descriptive_words,0.01,0,0,0.09,0.15,0.16,0.2,0.28,0.32,0.62,0.59,0.65,0.71,0.91,0.69
449,haut,word,descriptive_words,0.01,0.04,0,0.09,0.05,0.11,0.17,0.13,0.21,0.31,0.25,0.35,0.44,0.6,0.45
450,jaune,word,descriptive_words,0.01,0,0,0.09,0.05,0.14,0.22,0.27,0.3,0.4,0.47,0.42,0.68,0.54,0.79
451,joli,word,descriptive_words,0.01,0.04,0,0.27,0.18,0.14,0.34,0.14,0.4,0.45,0.44,0.54,0.71,0.77,0.66
452,lent,word,descriptive_words,0,0,0,0,0,0.02,0,0.01,0.02,0,0.03,0.12,0.03,0.06,0.17
453,long,word,descriptive_words,0.01,0,0,0,0,0,0,0.06,0.05,0.05,0.09,0.19,0.12,0.29,0.28
454,lourd,word,descriptive_words,0.01,0.04,0,0.27,0.12,0.27,0.32,0.35,0.46,0.71,0.53,0.69,0.68,0.83,0.83
455,malade,word,descriptive_words,0.01,0,0,0,0.02,0.09,0.12,0.18,0.27,0.52,0.34,0.38,0.53,0.74,0.83
456,marron,word,descriptive_words,0.01,0,0,0,0.05,0,0.02,0.1,0.08,0.14,0.19,0.27,0.32,0.34,0.48
457,méchant,word,descriptive_words,0.01,0.04,0,0.09,0.05,0.16,0.2,0.2,0.31,0.4,0.44,0.46,0.59,0.83,0.72
458,mieux,word,descriptive_words,0.01,0,0,0,0.05,0.05,0,0.07,0.11,0.1,0.12,0.08,0.29,0.29,0.38
459,mignon,word,descriptive_words,0.01,0,0,0.09,0.05,0.05,0.1,0.07,0.04,0.17,0.19,0.15,0.24,0.37,0.31
460,minuscule,word,descriptive_words,0.01,0,0,0,0,0,0.02,0.03,0.02,0.02,0,0,0,0.03,0.03
461,mouillé,word,descriptive_words,0.04,0.04,0,0.09,0.18,0.25,0.32,0.42,0.49,0.64,0.47,0.54,0.79,0.91,0.86
462,neuf,word,descriptive_words,0,0,0,0,0,0.02,0.02,0.04,0.04,0.07,0.12,0.15,0.21,0.26,0.34
463,noir,word,descriptive_words,0.01,0,0,0,0.1,0.09,0.1,0.18,0.17,0.24,0.34,0.38,0.44,0.6,0.69
464,orange,word,descriptive_words,0.01,0,0,0.09,0.12,0.09,0.22,0.21,0.21,0.19,0.34,0.38,0.47,0.6,0.59
465,parti,word,descriptive_words,0.06,0.15,0,0.55,0.5,0.48,0.56,0.61,0.68,0.83,0.75,0.73,0.79,0.83,0.86
466,pas bon,word,descriptive_words,0.04,0.12,0,0.27,0.4,0.39,0.59,0.54,0.62,0.79,0.69,0.77,0.82,0.97,0.9
467,petit,word,descriptive_words,0.03,0,0,0.09,0.18,0.23,0.39,0.31,0.41,0.64,0.53,0.69,0.74,0.89,0.72
468,plein,word,descriptive_words,0.01,0,0,0,0.05,0.05,0.15,0.11,0.17,0.19,0.22,0.35,0.21,0.51,0.45
469,premier,word,descriptive_words,0,0.04,0,0,0,0.02,0.05,0.04,0.04,0.05,0.03,0.15,0.18,0.29,0.34
470,propre,word,descriptive_words,0.01,0,0,0.09,0.15,0.09,0.22,0.21,0.25,0.5,0.34,0.46,0.62,0.86,0.55
471,rouge,word,descriptive_words,0.01,0,0,0.09,0.15,0.12,0.27,0.35,0.38,0.43,0.62,0.62,0.65,0.71,0.86
472,sale,word,descriptive_words,0.01,0.12,0,0.45,0.32,0.36,0.44,0.44,0.62,0.79,0.66,0.73,0.85,0.94,0.97
473,sec,word,descriptive_words,0.01,0,0,0,0.08,0,0.12,0.17,0.12,0.31,0.25,0.27,0.44,0.69,0.59
474,sombre,word,descriptive_words,0.01,0,0,0,0,0.02,0,0.01,0.02,0.02,0,0.04,0,0.09,0.14
475,tendre,word,descriptive_words,0.01,0,0,0.18,0,0.02,0.02,0,0.02,0,0.03,0,0.06,0.03,0.21
476,tranquille,word,descriptive_words,0,0,0,0,0,0,0,0.01,0.07,0.1,0.12,0.15,0.12,0.23,0.34
477,triste,word,descriptive_words,0,0,0,0,0,0.04,0.05,0.1,0.15,0.17,0.22,0.38,0.32,0.49,0.52
478,venteux,word,descriptive_words,0,0,0,0,0,0,0,0.01,0.02,0,0,0,0.03,0,0.03
479,vert,word,descriptive_words,0.01,0,0,0,0.1,0.05,0.22,0.25,0.28,0.33,0.41,0.46,0.56,0.57,0.79
480,vide,word,descriptive_words,0.01,0,0,0.09,0.08,0.04,0.1,0.1,0.14,0.14,0.19,0.19,0.32,0.49,0.34
481,vieux,word,descriptive_words,0,0,0,0,0,0.04,0.02,0.03,0.05,0.02,0.12,0.12,0.18,0.31,0.31
482,vilain,word,descriptive_words,0,0.04,0,0,0.05,0.14,0.12,0.08,0.2,0.36,0.31,0.46,0.65,0.63,0.62
483,vite,word,descriptive_words,0.01,0,0,0.09,0.12,0.16,0.27,0.21,0.35,0.52,0.38,0.58,0.56,0.8,0.72
484,acheter,word,action_words,0,0.04,0,0.09,0.02,0,0.07,0.07,0.13,0.31,0.16,0.42,0.44,0.6,0.55
485,aider,word,action_words,0.03,0.04,0,0.09,0.05,0.05,0.07,0.21,0.26,0.33,0.28,0.42,0.5,0.74,0.59
486,aimer,word,action_words,0.01,0,0,0.18,0.05,0.14,0.07,0.23,0.3,0.43,0.34,0.62,0.62,0.71,0.62
487,aimer bien,word,action_words,0.03,0,0,0,0.02,0,0.02,0.06,0.1,0.1,0.19,0.23,0.29,0.46,0.48
488,aller,word,action_words,0.04,0.08,0,0.18,0.2,0.25,0.37,0.27,0.38,0.62,0.47,0.62,0.65,0.77,0.76
489,aller bien avec,word,action_words,0,0,0,0.09,0.02,0,0,0.01,0.02,0.02,0,0,0.03,0.03,0.14
490,apporter,word,action_words,0,0.04,0,0.09,0.05,0.14,0.15,0.15,0.22,0.33,0.34,0.46,0.5,0.66,0.55
491,arracher,word,action_words,0,0,0,0,0,0,0.02,0.03,0.05,0.07,0.06,0.12,0.12,0.26,0.34
492,arrêter,word,action_words,0.01,0.08,0,0.18,0.02,0.12,0.29,0.28,0.37,0.55,0.5,0.62,0.59,0.83,0.69
493,attendre,word,action_words,0.04,0.04,0,0.09,0.12,0.09,0.22,0.25,0.29,0.4,0.34,0.31,0.44,0.69,0.59
494,attraper,word,action_words,0.01,0.04,0,0,0.05,0.09,0.2,0.15,0.22,0.33,0.22,0.35,0.44,0.69,0.62
495,avoir,word,action_words,0.01,0,0,0.09,0.05,0.07,0.1,0.13,0.15,0.26,0.22,0.42,0.5,0.71,0.52
496,balancer,word,action_words,0,0,0,0.09,0,0.04,0.07,0.04,0.08,0.14,0.12,0.27,0.26,0.51,0.45
497,balayer,word,action_words,0.03,0,0,0,0.02,0.04,0.15,0.07,0.21,0.38,0.41,0.42,0.47,0.69,0.66
498,boire,word,action_words,0.19,0.23,0,0.55,0.5,0.61,0.68,0.54,0.72,0.83,0.88,0.88,0.97,0.94,0.93
499,cacher,word,action_words,0.06,0.08,0,0.55,0.3,0.34,0.37,0.38,0.49,0.69,0.62,0.69,0.79,0.89,0.76
500,casser,word,action_words,0.03,0.15,0,0.64,0.42,0.46,0.44,0.52,0.6,0.81,0.84,0.85,0.85,0.94,0.9
501,chanter,word,action_words,0.01,0.08,0,0.18,0.18,0.2,0.27,0.15,0.37,0.5,0.62,0.65,0.76,0.86,0.72
502,chatouiller,word,action_words,0.01,0.04,0,0.09,0.02,0.02,0.15,0.14,0.21,0.21,0.19,0.27,0.35,0.54,0.45
503,conduire,word,action_words,0,0.04,0,0.18,0.05,0.09,0.1,0.1,0.18,0.36,0.28,0.31,0.5,0.6,0.66
504,construire,word,action_words,0,0,0,0.09,0,0,0,0.04,0.07,0.05,0.03,0,0.12,0.17,0.24
505,couper,word,action_words,0.01,0,0,0,0.08,0.09,0.29,0.2,0.32,0.52,0.41,0.62,0.5,0.86,0.62
506,courir,word,action_words,0.01,0,0,0.18,0.22,0.21,0.29,0.27,0.48,0.5,0.62,0.62,0.79,0.91,0.86
507,courir après,word,action_words,0,0.04,0,0.09,0,0,0.1,0.06,0.08,0.1,0.16,0.19,0.21,0.29,0.38
508,couvrir,word,action_words,0,0,0,0,0,0,0.07,0.07,0.08,0.17,0.06,0.15,0.15,0.4,0.34
509,cuisiner,word,action_words,0.03,0,0,0,0,0.02,0.02,0.06,0.08,0.14,0.09,0.12,0.24,0.34,0.14
510,danser,word,action_words,0.09,0.08,0,0.18,0.2,0.29,0.37,0.31,0.45,0.67,0.56,0.65,0.85,0.89,0.76
511,déchirer,word,action_words,0.01,0,0,0.09,0.08,0.04,0.1,0.14,0.14,0.21,0.34,0.35,0.41,0.71,0.59
512,déposer,word,action_words,0,0,0,0,0,0,0.02,0.03,0.04,0,0,0.04,0.06,0.06,0.07
513,dessiner,word,action_words,0.01,0.04,0,0.27,0.05,0.14,0.22,0.25,0.4,0.55,0.38,0.58,0.79,0.83,0.83
514,détester,word,action_words,0,0,0,0.09,0.05,0,0.02,0,0.01,0,0,0,0,0,0.07
515,dire,word,action_words,0.01,0,0,0,0,0.04,0.1,0.1,0.13,0.19,0.28,0.35,0.44,0.6,0.41
516,donner,word,action_words,0.1,0.12,0,0.36,0.12,0.32,0.37,0.37,0.48,0.69,0.62,0.73,0.82,0.83,0.76
517,donner un coup,word,action_words,0.01,0,0,0,0,0.02,0.05,0.03,0.07,0.1,0.09,0.23,0.24,0.29,0.31
518,dormir,word,action_words,0.1,0.04,0,0.18,0.22,0.16,0.24,0.37,0.47,0.57,0.66,0.58,0.76,0.86,0.76
519,éclabousser,word,action_words,0.01,0.04,0,0,0,0,0.07,0.03,0.06,0.12,0.03,0.12,0.09,0.17,0.31
520,écouter,word,action_words,0.01,0.04,0,0.18,0.1,0.21,0.27,0.24,0.36,0.45,0.44,0.62,0.53,0.8,0.76
521,écrire,word,action_words,0.01,0.04,0,0.18,0.18,0.29,0.22,0.21,0.42,0.48,0.56,0.54,0.68,0.86,0.79
522,entendre,word,action_words,0.01,0,0,0.09,0.08,0.12,0.15,0.14,0.18,0.24,0.41,0.46,0.44,0.66,0.52
523,essuyer,word,action_words,0.01,0,0,0.18,0.08,0.11,0.17,0.24,0.33,0.45,0.28,0.54,0.65,0.71,0.59
524,être debout,word,action_words,0.01,0,0,0,0.08,0.05,0.17,0.11,0.17,0.21,0.31,0.35,0.38,0.57,0.48
525,faire,word,action_words,0.01,0.04,0,0,0.08,0.12,0.17,0.21,0.28,0.31,0.34,0.5,0.65,0.83,0.66
526,faire bravo,word,action_words,0.07,0.12,0,0.27,0.22,0.2,0.32,0.24,0.43,0.52,0.59,0.5,0.74,0.74,0.72
527,faire de la peinture,word,action_words,0.01,0,0,0,0.02,0.05,0.17,0.04,0.12,0.21,0.31,0.38,0.53,0.57,0.55
528,faire du patin,word,action_words,0,0.04,0,0,0,0.04,0,0,0.01,0,0.09,0,0.03,0.17,0.14
529,faire du vélo,word,action_words,0.01,0.04,0,0,0.08,0.09,0.15,0.14,0.25,0.38,0.41,0.54,0.71,0.8,0.72
530,faire semblant,word,action_words,0,0,0,0.09,0.02,0,0.02,0.03,0.05,0.05,0.03,0.12,0.06,0.2,0.24
531,faire un bisou,word,action_words,0.06,0.15,0,0.55,0.15,0.2,0.27,0.32,0.46,0.6,0.62,0.62,0.94,0.89,0.83
532,fermer,word,action_words,0.01,0.08,0,0.36,0.22,0.21,0.37,0.35,0.56,0.62,0.56,0.77,0.79,0.91,0.79
533,finir,word,action_words,0.01,0.04,0,0.09,0.08,0.23,0.17,0.25,0.34,0.45,0.41,0.65,0.56,0.8,0.69
534,frapper à la porte,word,action_words,0.01,0.04,0,0.09,0.02,0.05,0.07,0.08,0.13,0.24,0.22,0.15,0.24,0.46,0.52
535,glisser,word,action_words,0,0,0,0.09,0.05,0.09,0.15,0.11,0.16,0.31,0.28,0.38,0.41,0.6,0.55
536,goûter,word,action_words,0.03,0.04,0,0.09,0.1,0.09,0.15,0.15,0.35,0.33,0.34,0.5,0.59,0.8,0.62
537,goutter,word,action_words,0.01,0.08,0,0.09,0.05,0.11,0.24,0.11,0.25,0.36,0.22,0.35,0.35,0.63,0.52
538,grimper,word,action_words,0,0,0,0,0,0.04,0.1,0.06,0.14,0.14,0.12,0.19,0.21,0.43,0.38
539,jeter,word,action_words,0.01,0.08,0,0.18,0.08,0.09,0.2,0.15,0.25,0.43,0.41,0.58,0.59,0.8,0.55
540,jouer,word,action_words,0.03,0.04,0,0.36,0.18,0.16,0.24,0.27,0.44,0.6,0.59,0.73,0.74,0.91,0.86
541,laver,word,action_words,0.03,0.04,0,0.09,0.2,0.14,0.27,0.27,0.37,0.6,0.5,0.69,0.82,0.8,0.86
542,lécher,word,action_words,0,0,0,0,0,0.02,0.07,0.04,0.06,0.17,0.12,0.27,0.26,0.4,0.41
543,lire,word,action_words,0.01,0.04,0,0.27,0.1,0.18,0.24,0.32,0.38,0.57,0.59,0.62,0.74,0.74,0.83
544,manger,word,action_words,0.06,0.12,0,0.45,0.22,0.39,0.44,0.38,0.61,0.74,0.72,0.65,0.88,0.94,0.83
545,marcher,word,action_words,0.01,0.04,0,0.09,0.18,0.21,0.2,0.3,0.38,0.5,0.53,0.58,0.76,0.86,0.76
546,mettre,word,action_words,0.01,0,0,0.27,0.15,0.14,0.2,0.23,0.29,0.31,0.41,0.58,0.62,0.63,0.55
547,montrer,word,action_words,0.01,0.04,0,0,0.02,0.04,0.1,0.1,0.16,0.21,0.19,0.27,0.47,0.66,0.52
548,mordre,word,action_words,0.03,0.04,0,0.09,0.02,0.14,0.22,0.11,0.22,0.43,0.31,0.58,0.62,0.71,0.72
549,nager,word,action_words,0,0.04,0,0.18,0,0.07,0.17,0.15,0.21,0.38,0.41,0.54,0.53,0.6,0.55
550,nettoyer,word,action_words,0.01,0,0,0.18,0.02,0.02,0.15,0.08,0.24,0.33,0.28,0.38,0.47,0.71,0.48
551,nourrir,word,action_words,0.01,0,0,0.09,0.02,0.02,0.02,0.03,0.04,0,0,0.04,0,0.03,0.07
552,ouvrir,word,action_words,0.03,0,0,0.27,0.15,0.21,0.24,0.32,0.47,0.57,0.53,0.69,0.71,0.83,0.72
553,parler,word,action_words,0.01,0.04,0,0,0.05,0.07,0.07,0.14,0.18,0.4,0.41,0.42,0.62,0.77,0.66
554,partager,word,action_words,0,0,0,0,0.05,0.04,0,0.03,0.05,0.07,0.03,0.08,0.09,0.29,0.38
555,penser,word,action_words,0.01,0,0,0,0.02,0,0,0.01,0.04,0.05,0,0.04,0.06,0.17,0.14
556,pleurer,word,action_words,0.03,0.12,0,0.27,0.28,0.32,0.46,0.34,0.55,0.67,0.66,0.73,0.85,0.89,0.9
557,porter,word,action_words,0.03,0.12,0,0.36,0.2,0.25,0.34,0.27,0.38,0.43,0.53,0.58,0.59,0.86,0.72
558,pousser,word,action_words,0.01,0.08,0,0.18,0.1,0.27,0.37,0.37,0.33,0.52,0.38,0.65,0.65,0.69,0.66
559,prendre,word,action_words,0.03,0.04,0,0.09,0.08,0.11,0.1,0.2,0.25,0.38,0.25,0.38,0.59,0.74,0.52
560,prendre dans ses bras,word,action_words,0.04,0,0,0.09,0.02,0.04,0.07,0.08,0.13,0.14,0.16,0.31,0.29,0.46,0.31
561,ramasser,word,action_words,0,0.08,0,0.09,0,0.05,0.12,0.14,0.21,0.26,0.16,0.46,0.5,0.74,0.55
562,recevoir,word,action_words,0,0,0,0.09,0,0.02,0,0.03,0.03,0,0,0.04,0,0.06,0.07
563,regarder,word,action_words,0.07,0.08,0,0.36,0.18,0.23,0.32,0.25,0.44,0.57,0.59,0.5,0.71,0.86,0.79
564,renverser,word,action_words,0.01,0,0,0,0,0,0,0.1,0.09,0.12,0.12,0.31,0.35,0.51,0.45
565,réparer,word,action_words,0,0,0,0,0.02,0.05,0.05,0.1,0.15,0.29,0.22,0.38,0.41,0.66,0.55
566,rester,word,action_words,0,0,0,0,0,0.02,0.07,0.07,0.14,0.24,0.09,0.46,0.44,0.66,0.52
567,s'asseoir,word,action_words,0.01,0.08,0,0.18,0.18,0.23,0.37,0.34,0.42,0.6,0.56,0.58,0.62,0.74,0.86
568,sauter,word,action_words,0.03,0,0,0.18,0.15,0.27,0.27,0.32,0.47,0.62,0.53,0.65,0.74,0.91,0.79
569,se cogner,word,action_words,0.01,0,0,0,0.1,0.09,0.12,0.15,0.18,0.33,0.25,0.31,0.5,0.6,0.62
570,se dépêcher,word,action_words,0,0.04,0,0,0,0,0.05,0.07,0.1,0.07,0.09,0.15,0.26,0.54,0.45
571,se réveiller,word,action_words,0.01,0,0,0.18,0,0.04,0.07,0.13,0.2,0.12,0.16,0.38,0.41,0.54,0.55
572,sécher,word,action_words,0.01,0.08,0,0,0.05,0.02,0.07,0.1,0.14,0.26,0.22,0.31,0.44,0.54,0.45
573,secouer,word,action_words,0,0.04,0,0.09,0.02,0,0,0.04,0.06,0.1,0.03,0.15,0.15,0.4,0.31
574,souffler,word,action_words,0.03,0.08,0,0.18,0.1,0.16,0.24,0.2,0.34,0.57,0.5,0.62,0.65,0.74,0.69
575,souhaiter,word,action_words,0,0,0,0,0,0.02,0.02,0,0.02,0.02,0.03,0,0.03,0.03,0.07
576,sourire,word,action_words,0.01,0,0,0.09,0,0.04,0.05,0.04,0.13,0.1,0.09,0.08,0.26,0.31,0.38
577,taper,word,action_words,0.03,0,0,0.18,0.1,0.14,0.27,0.32,0.38,0.5,0.5,0.54,0.65,0.8,0.76
578,tenir,word,action_words,0.04,0,0,0.18,0.1,0.11,0.12,0.21,0.25,0.33,0.25,0.46,0.44,0.69,0.69
579,tirer,word,action_words,0.01,0,0,0.18,0,0.02,0.07,0.14,0.15,0.24,0.12,0.31,0.44,0.51,0.48
580,tomber,word,action_words,0.09,0.15,0,0.36,0.3,0.38,0.54,0.41,0.55,0.79,0.81,0.73,0.88,0.91,0.93
581,toucher,word,action_words,0.03,0,0,0.09,0.02,0.05,0.12,0.14,0.22,0.38,0.22,0.38,0.5,0.77,0.69
582,travailler,word,action_words,0.03,0,0,0,0.05,0.05,0.1,0.18,0.2,0.4,0.34,0.42,0.53,0.66,0.52
583,trouver,word,action_words,0.01,0.04,0,0,0.08,0.05,0.12,0.18,0.21,0.24,0.28,0.35,0.56,0.63,0.59
584,verser,word,action_words,0,0.04,0,0,0,0,0.05,0.04,0.05,0.17,0.09,0.15,0.21,0.26,0.31
585,voir,word,action_words,0.01,0,0,0.09,0.2,0.12,0.22,0.23,0.3,0.38,0.38,0.38,0.47,0.74,0.72
586,après,word,time_words,0.01,0.04,0,0,0.05,0.07,0.15,0.25,0.21,0.43,0.34,0.46,0.62,0.69,0.76
587,aujourd'hui,word,time_words,0.01,0,0,0,0,0,0.07,0.07,0.12,0.07,0.19,0.12,0.26,0.4,0.34
588,avant,word,time_words,0.01,0,0,0,0,0,0.05,0.03,0.04,0.05,0.06,0.12,0.18,0.23,0.21
589,ce soir,word,time_words,0.01,0,0,0,0.08,0,0.12,0.06,0.11,0.19,0.22,0.5,0.38,0.6,0.38
590,demain,word,time_words,0.03,0,0,0.09,0,0.05,0.12,0.1,0.19,0.4,0.28,0.46,0.5,0.71,0.62
591,heure,word,time_words,0,0,0,0,0,0,0.1,0,0.09,0.05,0.06,0.08,0.21,0.29,0.34
592,hier,word,time_words,0,0.04,0,0.09,0,0,0.02,0.01,0.04,0.02,0.12,0.08,0.12,0.26,0.28
593,jour,word,time_words,0.03,0,0,0,0.05,0.04,0.1,0.03,0.13,0.26,0.22,0.27,0.26,0.6,0.55
594,maintenant,word,time_words,0.01,0,0,0,0.02,0.04,0.17,0.11,0.12,0.19,0.25,0.35,0.32,0.34,0.45
595,matin,word,time_words,0.01,0,0,0,0,0.02,0.1,0.07,0.08,0.17,0.22,0.35,0.44,0.57,0.48
596,nuit,word,time_words,0.01,0,0,0.09,0.12,0.16,0.29,0.24,0.35,0.6,0.44,0.62,0.62,0.8,0.79
597,a fait,word,helping_verbs,0.01,0,0,0.09,0.08,0.07,0.22,0.21,0.19,0.24,0.38,0.38,0.53,0.71,0.59
598,aller,word,helping_verbs,0.01,0.08,0,0.09,0.22,0.2,0.39,0.21,0.28,0.36,0.34,0.5,0.62,0.8,0.69
599,avoir à faire,word,helping_verbs,0,0.04,0,0.09,0.05,0,0.02,0.01,0.01,0,0,0,0,0,0.03
600,avoir besoin de,word,helping_verbs,0,0.04,0,0.09,0.05,0,0.02,0.01,0.02,0,0.09,0.08,0.09,0.17,0.24
601,devoir faire,word,helping_verbs,0,0,0,0,0.05,0,0,0.01,0.02,0,0.03,0.04,0,0,0.07
602,essayer de,word,helping_verbs,0,0,0,0,0,0,0,0.03,0.04,0.07,0.12,0.08,0.21,0.29,0.24
603,est,word,helping_verbs,0.06,0.04,0,0.18,0.15,0.12,0.27,0.24,0.25,0.36,0.28,0.5,0.56,0.63,0.52
604,était,word,helping_verbs,0,0,0,0,0,0,0.02,0.03,0.04,0.02,0.06,0.19,0.06,0.2,0.1
605,être,word,helping_verbs,0,0,0,0.09,0,0,0,0.06,0.04,0,0.09,0.04,0.15,0.17,0.14
606,faire,word,helping_verbs,0.01,0.08,0,0.09,0.08,0.07,0.12,0.13,0.18,0.17,0.34,0.23,0.41,0.51,0.24
607,fait,word,helping_verbs,0.01,0.08,0,0.09,0.1,0.09,0.27,0.21,0.28,0.4,0.41,0.35,0.59,0.6,0.48
608,laisse-moi,word,helping_verbs,0.01,0.08,0,0,0,0.02,0.07,0.14,0.22,0.26,0.25,0.35,0.59,0.63,0.55
609,ne pas,word,helping_verbs,0.01,0.08,0,0.09,0.05,0.12,0.2,0.15,0.15,0.26,0.31,0.15,0.47,0.46,0.34
610,peux,word,helping_verbs,0.01,0.04,0,0,0.15,0.12,0.12,0.08,0.2,0.21,0.25,0.27,0.47,0.57,0.34
611,pourrait,word,helping_verbs,0,0,0,0,0,0,0,0.01,0.02,0.02,0,0,0.03,0.03,0.14
612,sont,word,helping_verbs,0.01,0,0,0,0.02,0.04,0.12,0.03,0.08,0.07,0.16,0.19,0.29,0.29,0.28
613,suis,word,helping_verbs,0.01,0,0,0,0,0.02,0.1,0.03,0.1,0.14,0.16,0.12,0.38,0.49,0.34
614,vouloir,word,helping_verbs,0,0.08,0,0,0.1,0.14,0.15,0.13,0.21,0.14,0.41,0.27,0.38,0.54,0.41
615,comment,word,question_words,0,0,0,0,0,0,0.05,0.03,0.06,0,0.12,0.12,0.29,0.31,0.28
616,le,word,question_words,0.01,0.04,0,0.09,0.02,0.12,0.17,0.2,0.22,0.26,0.22,0.35,0.35,0.4,0.45
617,où,word,question_words,0.06,0.15,0,0.27,0.18,0.3,0.37,0.37,0.51,0.6,0.5,0.73,0.76,0.89,0.76
