"num_item_id","definition","type","category","8","9","11","12","13","14","15","16"
414,"tomber","word","action_words",0,0,0,0,0.01,0,0,0
415,"toucher","word","action_words",0,0,0,0,0.01,0,0,0
416,"voir","word","action_words",0,0,0,0,0,0,0,0
417,"aujourd'hui","word","time_words",0,0,0,0,0,0,0,0
418,"ce soir","word","time_words",0,0,0,0,0,0,0,0
419,"demain","word","time_words",0,0,0,0,0,0,0,0
420,"jour","word","time_words",0,0,0,0,0.01,0,0,0
421,"maintenant","word","time_words",0,0,0,0,0,0,0,0
422,"matin","word","time_words",0,0,0,0,0,0,0,0
423,"nuit","word","time_words",0,0,0,0,0,0,0,0
424,"dans","word","prepositions",0,0,0,0,0.01,0,0,0
425,"dedans","word","prepositions",0,0,0,0,0.01,0,0,0
426,"dehors","word","prepositions",0,0,0,0.04,0.01,0,0,0
427,"derrière","word","prepositions",0,0,0,0,0,0,0,0
428,"en bas","word","prepositions",0,0,0,0,0,0,0,0
429,"en haut","word","prepositions",0,0,0,0,0,0,0,0
430,"là","word","prepositions",0,0,0,0,0.03,0.04,0,0
431,"là-bas","word","prepositions",0,0,0,0,0,0,0,0
432,"loin","word","prepositions",0,0,0,0,0,0,0,0
433,"sous","word","prepositions",0,0,0,0,0,0,0,0
434,"sur","word","prepositions",0,0,0,0,0,0,0,0
435,"à elle/sa","word","pronouns",0,0,0,0,0,0,0,0
436,"à lui/son","word","pronouns",0,0,0,0,0,0,0,0
437,"à moi","word","pronouns",0,0,0,0,0,0,0,0
438,"ça","word","pronouns",0,0,0,0,0,0.04,0,0
439,"je","word","pronouns",0,0,0,0,0,0,0,0
440,"ma/mon/mes","word","pronouns",0,0,0,0,0.02,0.04,0,0
441,"moi","word","pronouns",0,0,0,0,0.01,0,0,0
442,"votre/ta/ton","word","pronouns",0,0,0,0,0.01,0,0,0
443,"vous/tu","word","pronouns",0,0,0,0,0,0,0,0
444,"comment","word","question_words",0,0,0,0,0,0,0,0
445,"où","word","question_words",0,0,0,0,0.01,0,0,0
446,"pourquoi","word","question_words",0,0,0.04,0,0,0,0,0
447,"quand","word","question_words",0,0,0,0,0.01,0,0,0
448,"qui","word","question_words",0,0,0,0,0.01,0,0,0
449,"quoi","word","question_words",0,0,0.04,0,0,0,0,0
450,"aucun/ne","word","quantifiers",0,0,0,0,0,0,0,0
451,"encore","word","quantifiers",0,0,0,0,0.06,0.04,0,0
452,"le/la même","word","quantifiers",0,0,0,0,0,0,0,0
453,"pas","word","quantifiers",0,0,0,0,0.01,0,0,0.2
454,"tous/tout","word","quantifiers",0,0,0,0,0,0,0,0
455,"un autre","word","quantifiers",0,0,0,0,0,0.04,0,0
456,"un peu","word","quantifiers",0,0,0,0,0,0,0,0
519,"bateau","word","vehicles",0,0,0,0,0.01,0,0,0
520,"hélicoptère","word","vehicles",0,0,0,0,0,0,0,0
521,"traîneau","word","vehicles",0,0,0,0,0,0,0,0
522,"tracteur","word","vehicles",0,0,0,0,0,0,0,0
523,"tricycle","word","vehicles",0,0,0,0,0,0,0,0
524,"stylo","word","toys",0,0,0,0,0,0.04,0,0
525,"jouet","word","toys",0,0,0,0,0,0,0,0
526,"raquette","word","toys",0,0,0,0,0,0,0,0
527,"craie","word","toys",0,0,0,0,0,0,0,0
528,"jeu","word","toys",0,0,0,0,0,0,0,0
529,"colle","word","toys",0,0,0,0,0,0,0,0
530,"pâte à modeler","word","toys",0,0,0,0,0,0,0,0
531,"cadeau","word","toys",0,0,0,0,0,0,0,0
532,"puzzle","word","toys",0,0,0,0,0,0,0,0
533,"histoire","word","toys",0,0,0,0,0,0,0,0
534,"feutre","word","toys",0,0,0,0,0,0,0,0
535,"crocodile","word","animals",0,0,0,0,0.02,0,0,0
536,"fourmi","word","animals",0,0,0,0,0,0,0,0
